충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
한국전력부천지사,경기도 부천시 부천로 264번길 4,경기도,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 부천시 부천로264번길 4,경기도 부천시 도당동 185-148번지,한국전력,1899-2100,37.507194,126.786351,2019-05-28
부천대성모터스㈜,경기도 부천시 신흥로 413번길 18,경기도,법정 공휴일,08:30,18:00,N,Y,DC차데모,0,1,N,경기도 부천시 신흥로413번길 18,경기도 부천시 삼정동 198번지,기아자동차,080-200-2000,37.520658,126.774384,2019-05-28
부천블루핸즈오토맥스,경기도 부천시 부천로 190,경기도,법정 공휴일,09:00,18:00,Y,N,AC완속,1,0,N,경기도 부천시 부천로 190,경기도 부천시 춘의동 202-1번지,현대자동차,080-600-6000,37.501013,126.786974,2019-05-28
롯데마트 판교점,내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 성남시 분당구 삼평동 741 지하2층 E01번,경기도 성남시 분당구 삼평동 741 지하2층 E01번,환국환경공단,1661-9408,37.395764,127.113484,2018-06-30
산성역환승주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 수정로366번길 7,경기도 성남시 수정구 산성동 6,한국전기차중전서비스,1522-1782,37.456654,127.150712,2018-06-30
성남종합운동장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 성남시 중원구 제일로 60,경기도 성남시 중원구 성남동 3110번지,포스코ICT,1600-4047,37.4325568,127.1379572,2018-06-30
성남시 이마트(분당점),내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 불정로 134,경기도 성남시 분당구 정자동 211번지,환국환경공단,1661-9408,37.358932,127.119712,2018-06-30
성남시 이마트(성남점),내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 수정구 수정로 201,경기도 성남시 수정구 태평동 7336번지 성남태평동신세계쉐덴,환국환경공단,1661-9408,37.444346,127.141375,2018-06-30
성남시 현대백화점(판교점),내부 주차장,경기도,매월세째주월요일,00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 판교역로 146번길 20,경기도 성남시 분당구 백현동 541번지,환국환경공단,1661-9408,37.392681,127.111953,2018-06-30
성남아트센터,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 성남시 분당구 성남대로 808,경기도 성남시 분당구 야탑동 757번지,환국환경공단,1661-9408,37.402879,127.131235,2018-06-30
이마트 성남점,내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,N,Y,DC차데모+AC3상,,1,Y,경기도 성남시 수정구 수정로 201,경기도 성남시 수정구 태평동 7336번지 성남태평동신세계쉐덴,환국환경공단,1661-9408,37.444346,127.141375,2018-06-30
동양컴퓨터학원 앞(공중전화부스),외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 중앙동 1175,경기도 성남시 중원구 중앙동 1175,환국환경공단,1661-9408,37.439987,127.145631,2018-06-30
율동자연공원 B주차장,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 서현로 459,경기도 성남시 분당구 분당동 112번지,환국환경공단,1661-9408,37.373504,127.148002,2018-06-30
블루핸즈 동양공업사,외부 주차장,경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,경기도 성남시 중원구 상대원동 358-2,경기도 성남시 중원구 상대원동 358-2,환국환경공단,1661-9408,37.434215,127.179719,2018-06-30
동양 공업사,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모,,1,N,경기도 성남시 중원구 순환로 116,경기도 성남시 중원구 상대원동 358-2번지,한국전력공사,031-750-3332,37.434326,127.179719,2018-06-30
성남시 이마트 에브리데이(서판교점),내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 운중로277번길 45,경기도 성남시 분당구 판교동 620번지,환국환경공단,1661-9408,37.390597,127.0909955,2018-06-30
성남시 동양공업사,외부 주차장,경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,경기도 성남시 중원구 순환로 116,경기도 성남시 중원구 상대원동 358-2번지,환국환경공단,1661-9408,37.434326,127.179719,2018-06-30
성남시 이마트(분당점),내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 불정로 134,경기도 성남시 분당구 정자동 211번지,환국환경공단,1661-9408,37.358932,127.119712,2018-06-30
성남시 이마트(성남점),내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 수정구 수정로 201,경기도 성남시 수정구 태평동 7336번지 성남태평동신세계쉐덴,환국환경공단,1661-9408,37.444346,127.141375,2018-06-30
산성역환승주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 수정로366번길 7,경기도 성남시 수정구 산성동 6,한국전기차중전서비스,1522-1782,37.456654,127.150712,2018-06-30
산성역환승주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 수정로366번길 7,경기도 성남시 수정구 산성동 6,한국전기차중전서비스,1522-1782,37.456654,127.150712,2018-06-30
상대원1동공영주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 사기막골로 45번길 42,경기도 성남시 중원구 상대원동 152-1,한국전기차중전서비스,1522-1782,37.438912,127.168462,2018-06-30
상대원1동공영주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 사기막골로 45번길 42,경기도 성남시 중원구 상대원동 152-1,한국전기차중전서비스,1522-1782,37.438912,127.168462,2018-06-30
상대원1동공영주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 사기막골로 45번길 42,경기도 성남시 중원구 상대원동 152-1,한국전기차중전서비스,1522-1782,37.438912,127.168462,2018-06-30
판교공영주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 삼평동 산25-2,경기도 성남시 분당구 판교동 산 25-2,한국전기차중전서비스,1522-1782,37.393888,127.110592,2018-06-30
판교공영주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 삼평동 산25-2,경기도 성남시 분당구 판교동 산 25-2,한국전기차중전서비스,1522-1782,37.393888,127.110592,2018-06-30
판교공영주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 삼평동 산25-2,경기도 성남시 분당구 판교동 산 25-2,한국전기차중전서비스,1522-1782,37.393888,127.110592,2018-06-30
성남시 이마트 에브리데이(서판교점),내부 주차장,경기도,"둘째,넷째일요일",00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 운중로277번길 45,경기도 성남시 분당구 판교동 620번지,환국환경공단,1661-9408,37.390597,127.0909955,2018-06-30
성남시청,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 성남대로 997,경기도 성남시 중원구 여수동 200번지,환국환경공단,1661-9408,37.419612,127.125879,2018-06-30
성남 맛고을 주차장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 야탑로 111번길 12-14,경기도 성남시 분당구 야탑동 385번지,환국환경공단,1661-9408,37.411767,127.131708,2018-06-30
성남지사,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 수정구 제일로 202,경기도 성남시 수정구 태평동 3742번지,한국전력공사,031-750-3332,37.444636,127.130414,2018-06-30
성남시 참나무향기식당,외부 주차장,경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,경기도 성남시 분당구 새마을로 181,경기도 성남시 분당구 율동 115-1번지,환국환경공단,1600-4047,37.384211,127.150663,2018-06-30
성남시 현대백화점(판교점),내부 주차장,경기도,매월세째주월요일,00:00,24:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 판교역로 146번길 20,경기도 성남시 분당구 백현동 541번지,환국환경공단,1661-9408,37.392681,127.111953,2018-06-30
성남대형주차장,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 둔촌대로 10,경기도 성남시 중원구 성남동 4596,한국전기차중전서비스,1522-1782,37.428912,127.120122,2018-06-30
포스코ICT 판교,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 판교로 255,경기도 성남시 분당구 삼평동 622번지,환국환경공단,1600-4047,37.404313,127.102497,2018-06-30
중원구보건소,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 중원구 금상로 137,경기도 성남시 중원구 상대원동 269-10번지,포스코ICT,1600-4047,37.4418855,127.1705633,2018-06-30
성남지사,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 수정구 제일로 202,경기도 성남시 수정구 태평동 3742번지,한국전력공사,031-750-3332,37.444636,127.130414,2018-06-30
분당구청,외부 주차장,경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,경기도 성남시 분당구 분당로 50,경기도 성남시 분당구 수내동 1,포스코ICT,1600-4047,37.382633,127.118957,2018-06-30
분당구청,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 분당로 50,경기도 성남시 분당구 수내동 1,포스코ICT,1600-4047,37.382633,127.118957,2018-06-30
탄천종합운동장,내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 성남시 분당구 탄천로 215,경기도 성남시 분당구 야탑동 486,한국전기차중전서비스,1522-1782,37.411849,127.120559,2018-06-30
하나로마트 성남점,외부 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 성남시 분당구 성남대로 43번길 11,경기도 성남시 분당구 구미동 174번지,환국환경공단,1661-9408,37.338889,127.106672,2018-06-30
SK아트리움,지상1층 귀빈주차장,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 수원시 장안구 이목로 24-25,경기도 수원시 장안구 정자동 947번지,수원시청,031-228-3239,37.3096669,126.9864865,2019-02-01
경기남부지방경찰청,주차장,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 장안구 창룡대로 223,경기도 수원시 장안구 연무동 산11-2번지,에스트래픽,080-805-0010,37.2950153,127.0334240,2019-02-01
이마트 서수원점,지하1층 C12구역,경기도,"매월2,4주일요일",10:00,23:59,N,Y,DC차데모+AC3상,0,1,N,경기도 수원시 권선구 수인로 291,경기도 수원시 권선구 구운동 925번지,환경부(한국자동차환경협회),1661-9408,37.2825088,126.9701447,2019-02-01
홈플러스 동수원점,지하1층 A01구역,경기도,"매월2,4주일요일",10:00,23:59,N,Y,DC차데모+AC3상,0,1,N,경기도 수원시 팔달구 효원로 257,경기도 수원시 팔달구 인계동 1045번지,환경부(한국자동차환경협회),1661-9408,37.2627661,127.0301315,2019-02-01
롯데마트 영통점,지하5층 503구역,경기도,"매월2,4주일요일",00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 영통구 봉영로 1579,경기도 수원시 영통구 영통동 960-1번지,환경부(한국자동차환경협회),1661-9408,37.2527036,127.0716535,2019-02-01
장안구청,지하1층 A01구역,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 수원시 장안구 송원로 101,경기도 수원시 장안구 조원동 888번지,환경부(한국자동차환경협회),1661-9408,37.3031937,127.0099060,2019-02-01
권선구청,지상1층,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 수원시 권선구 호매실로 12,경기도 수원시 권선구 탑동 900번지,수원시청,031-228-3239,37.2576833,126.9724145,2019-02-01
영통구청,지상1층 공용차주차장,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 수원시 영통구 효원로 407,경기도 수원시 영통구 매탄동 1268번지,수원시청,031-228-3239,37.2592071,127.0469476,2019-02-01
광교호수 행복한들주차장,지상1층,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 수원시 영통구 광교호수로 171,경기도 수원시 영통구 하동 1000번지,수원시청,031-228-3239,37.2743429,127.0652188,2019-02-01
수원시청,지상1층 전광판 옆,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,한국전력공사,1899-2100,37.2633400,127.0286437,2019-02-01
영화동공영주차장,지상1층,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,경기도 수원시 장안구 수성로 382번길 24,경기도 수원시 장안구 영화동 250-1 영화동주민센터,한국전력공사,1899-2100,37.2931378,127.0140837,2019-02-01
한국전력공사 서수원지사,지상1층 주차장,경기도,N,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 수원시 권선구 호매실로 46-82,경기도 수원시 권선구 탑동 908번지,한국전력공사,1899-2100,37.2581454,126.9691985,2019-02-01
수원중부경찰서,주차장,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 장안구 정자천로 199,경기도 수원시 장안구 정자동 873-4번지,에스트래픽,080-805-0010,37.2978924,126.9968183,2019-02-01
수원서부경찰서,주차장,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 권선구 서부로 1673,경기도 수원시 권선구 탑동 911번지,에스트래픽,080-805-0010,37.2585488,126.9726801,2019-02-01
에스케이블루오피스텔,지하주차장,경기도,N,00:00,23:59,Y,N,AC완속,2,0,Y,경기도 수원시 장안구 서부로 2139,경기도 수원시 장안구 율전동 285-2번지,케이티,1522-4700,37.2994074,126.9716532,2019-02-01
이마트광교점,3층 주차장 I-4 구역,경기도,"매월2,4주일요일",10:00,23:00,Y,N,AC완속,2,0,N,경기도 수원시 영통구 광교로 191,경기도 수원시 영통구 이의동 1240번지,포스코ICT,1600-4047,37.2963665,127.0468963,2019-02-01
수원화성박물관(팔달구청),지상1층 출입구 우측,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 수원시 팔달구 창룡대로 21,경기도 수원시 팔달구 매향동 49번지,환경부(한국자동차환경협회),1661-9408,37.2831096,127.0184566,2019-02-01
행궁동 생태공원,지상1층,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 팔달구 신풍로 44(신풍동),경기도 수원시 팔달구 신풍동 156,수원시청,031-228-3239,37.2851077,127.0145244,2019-02-01
한국전력공사 경기지역본부,지상1층 주차장,경기도,N,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 수원시 팔달구 중부대로 120,경기도 수원시 팔달구 인계동 203-10번지,한국전력공사,1899-2100,37.2771334,127.0293603,2019-02-01
홈플러스 원천점,지상 1층 43기둥옆,경기도,"매월2,4주일요일",10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 영통구 중부대로 437,경기도 수원시 영통구 원천동 177-1번지,한국전력공사,1899-2100,37.2700194,127.0635891,2019-02-01
영통공영주차장,지하2층 입구쪽,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,경기도 수원시 영통구 봉영로 1598,경기도 수원시 영통구 영통동 995-3번지,한국전력공사,1899-2100,37.2532972,127.0739442,2019-02-01
한국전력 경기전력관리처,주차장 입구 좌측,경기도,N,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 영통구 창룡대로 236-31,경기도 수원시 영통구 이의동 907-1번지,한국전력공사,1899-2100,37.2935561,127.0374662,2019-02-01
수원청소년문화센터,센터 정면 주차장,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 수원시 팔달구 권광로 293,경기도 수원시 팔달구 인계동 333번지,한국전력공사,1899-2100,37.2741231,127.0348936,2019-02-01
태장동주민센터,주차장 입구 좌측,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 영통구 태장로54번길 10,경기도 수원시 영통구 망포동 234-43번지,지엔텔,1544-4279,37.2388149,127.0516229,2019-02-01
홈플러스 북수원점,지하2층,경기도,"매월2,4주일요일",10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 장안구 송원로 81,경기도 수원시 장안구 조원동 898-1번지,한국전력공사,1899-2100,37.3022383,127.0094346,2019-02-01
홈플러스 영통점,지하 1층 45번기둥,경기도,"매월2,4주일요일",10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 영통구 봉영로 1576,경기도 수원시 영통구 영통동 994-2번지,한국전력공사,1899-2100,37.2517810,127.0725948,2019-02-01
홈플러스 서수원점,지상 3층,경기도,"매월2,4주일요일",10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 권선구 금곡로 236,경기도 수원시 권선구 금곡동 1116번지,한국전력공사,1899-2100,37.2744453,126.9559247,2019-02-01
하나로마트 수원유통센터,지상주차장,경기도,N,09:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 수원시 권선구 서부로 1937,경기도 수원시 권선구 구운동 218-1번지,한국전력공사,1899-2100,37.2828282,126.9672677,2019-02-01
이마트 트레이더스,지상 4층,경기도,"매월2,4주일요일",10:00,22:00,Y,Y,DC차데모+AC3상+DC콤보,2,1,N,경기도 수원시 영통구 권선로908번길 9,경기도 수원시 영통구 신동 936-3번지,한국전력공사,1899-2100,37.2460587,127.0480147,2019-02-01
경기도청,운동장 뒤편,경기도,N,00:00,23:59,Y,N,AC완속,8,0,N,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,한국전기차충전소,1522-1782,37.2750510,127.0094448,2019-02-01
경기도 체육회관,건물 왼쪽,경기도,N,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,2,1,N,경기도 수원시 장안구 장안로 134,경기도 수원시 장안구 정자동 27-10번지,한국전기차충전소,1522-1782,37.2956283,126.9996174,2019-02-01
롯데마트 광교점,지하주차장,경기도,"매월2,4주일요일",10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 영통구 센트럴타운로 85,경기도 수원시 영통구 이의동 1332번지 Summit place 광교,환경부(한국자동차환경협회),1661-9408,37.2904140,127.0507270,2019-02-01
롯데마트 천천점,지상주차장,경기도,"매월2,4주일요일",10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 수원시 장안구 만석로19번길 25-10,경기도 수원시 장안구 천천동 526번지,환경부(한국자동차환경협회),1661-9408,37.2960979,126.9824075,2019-02-01
수원도시공사,더함파크 주차장 입구 좌측,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,3,N,경기도 수원시 권선구 수인로 126,경기도 수원시 권선구 서둔동 225-1번지,환경부(한국자동차환경협회),1661-9408,37.2768379,126.9829983,2019-02-01
경기도 의회,의회 건물 맞은편,경기도,N,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,한국전기차충전소,1522-1782,37.2750510,127.0094448,2019-02-01
성균관대학교,"실내체육관 1층 6대, 나노센터 지하2층 2대",경기도,N,00:00,23:59,Y,N,DC차데모+AC3상+DC콤보,8,0,Y,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지 지하2충,포스코ICT,1600-4047,37.2939168,126.9732106,2019-02-01
수원여자대학교,미림관 입구쪽,경기도,N,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 수원시 권선구 온정로 72,경기도 수원시 권선구 오목천동 산1-6번지,한국전기차충전소,1522-1782,37.2522317,126.9635237,2019-02-01
경진셀프주유소,정면,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 수원시 장안구 경수대로 1059,경기도 수원시 장안구 파장동 585-4번지,환경부(한국자동차환경협회),1661-9408,37.3079243,126.9962023,2019-02-01
롯데마트 권선점,지하2층 주차장 좌측,경기도,"매월2,4주일요일",10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,3,N,경기도 수원시 권선구 동수원로 232,경기도 수원시 권선구 권선동 1296-5번지,환경부(한국자동차환경협회),1661-9408,37.2502201,127.0346879,2019-02-01
화서역환승주차장,지상1층 공중화장실쪽,경기도,N,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,경기도 수원시 팔달구 덕영대로 691-13,경기도 수원시 팔달구 화서동 643번지,한국전력공사,1899-2100,37.2855407,126.9907526,2019-02-01
정왕1동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 정왕대로298번길 15,경기도 시흥시 정왕동 1785-3번지 정왕1동주민센터,경기도 시흥시청,,37.3402638,126.7438852,2019-05-23
갯골생태공원,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,Y,경기도 시흥시 동서로 287,경기도 시흥시 장곡동 724-32 오른쪽 주차장 입구 오른쪽 끝부지,경기도 시흥시청,,37.3897919,126.780772,2019-05-23
물왕영업소,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,N,경기도 시흥시 금이진말길 34,경기도 시흥시 금이동 535-9번지,경기도 시흥시청,,37.3919333,126.8289318,2019-05-23
시흥상공휴게소,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,N,경기도 시흥시 조남동198-21,경기도 시흥시 조남동 198-21,경기도 시흥시청,,37.383496,126.854432,2019-05-23
신세계아울렛,외부 주차장,경기도,연중무휴,10:00,23:00,Y,N,,,,N,경기도 시흥시 서해안로 699,경기도 시흥시 정왕동 1772-7번지 1층 주차장 입구,경기도 시흥시청,,37.3796992,126.7364451,2019-05-23
세화제2주유소,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,N,경기도 시흥시 동서로 425,경기도 시흥시 장현동 78번지,경기도 시흥시청,,37.3841007,126.7942406,2019-05-23
솔트베이골프클럽(솔트베이GC),외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 마유로 987,경기도 시흥시 장곡동 724-2번지,경기도 시흥시청,,37.3910929,126.779749,2019-05-23
하중제3주차장,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,Y,,경기도 시흥시 하중동 866-1,경기도 시흥시청,,37.3917987,126.8060759,2019-05-23
군자동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 도일로102번길 11,경기도 시흥시 거모동 1660-2번지 군자동주민센터,경기도 시흥시청,,37.3400232,126.7849961,2019-05-23
정왕본동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 역전로 228,경기도 시흥시 정왕동 2149-3번지 정왕본동주민센터,경기도 시흥시청,,37.3493991,126.7461675,2019-05-23
정왕2동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 정왕대로 122,경기도 시흥시 정왕동 1849-1번지 정왕2동주민센터,경기도 시흥시청,,37.3510372,126.7287245,2019-05-23
홈플러스 시화점,내부 주차장,경기도,연중무휴,10:00,23:00,N,Y,,,,N,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4번지 지상주차장 1층 A0구역,경기도 시흥시청,,37.3452082,126.7250547,2019-05-23
검도회관,외부 주차장,경기도,연중무휴,00:00,23:59,Y,Y,,,,N,경기도 시흥시 봉화로 23,경기도 시흥시 정왕동 1774-2번지,경기도 시흥시청,,37.3678439,126.7369157,2019-05-23
신천천하단공영주차장,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,Y,경기도 시흥시 신천천동로 2,경기도 시흥시 신천동 803번지 지상1층주차장(시흥시 신천동803 지상1층주차장),경기도 시흥시청,,37.4389655,126.7864032,2019-05-23
삼미노상주차장,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,Y,경기도 시흥시 호현로10번길 15-1,경기도 시흥시 신천동 707-16번지,경기도 시흥시청,,37.4404163,126.784871,2019-05-23
장곡제2주차장,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,Y,,경기도 시흥시 장곡동 819-1,경기도 시흥시청,,37.3778587,126.7847734,2019-05-23
대야제5주차장,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,Y,,경기도 시흥시 대야동 528-3,경기도 시흥시청,,37.4425495,126.7889364,2019-05-23
정왕역환승주차장,외부 주차장,경기도,연중무휴,00:00,23:59,N,Y,,,,Y,,경기도 시흥시 정왕동 876-366,경기도 시흥시청,,37.3506410,126.7453387,2019-05-23
롯데마트 시흥배곧점,내부 주차장,경기도,연중무휴,10:00,23:00,Y,Y,,,,N,경기도 시흥시 서울대학로278번길 67,경기도 시흥시 정왕동 2537-1번지 지상4층 주차장 A4,경기도 시흥시청,,37.3688907,126.7315058,2019-05-23
시흥시청,외부 주차장,경기도,연중무휴,00:00,23:59,Y,Y,,,,Y,경기도 시흥시 시청로 20,경기도 시흥시 장현동 300번지,경기도 시흥시청,,37.3802568,126.8031377,2019-05-23
정왕제6공영주차장,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,Y,경기도 시흥시 군자천로 332,경기도 시흥시 정왕동 1756번지,경기도 시흥시청,,37.3456377,126.7344203,2019-05-23
정왕제2공영주차장,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,Y,,경기도 시흥시 정왕동 1456,경기도 시흥시청,,37.3411447,126.7496933,2019-05-23
능곡동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 승지로60번길 28,경기도 시흥시 능곡동 750번지 능곡동주민센터,경기도 시흥시청,,37.3683683,126.8118270,2019-05-23
신천동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 포도원로 72,경기도 시흥시 신천동 265-2번지 신천동주민센터,경기도 시흥시청,,37.4354580,126.7818042,2019-05-23
목감동 주민센터,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,,,,N,경기도 시흥시 목감초등길 27,경기도 시흥시 조남동 171-3번지 목감동주민센터,경기도 시흥시청,,37.3846234,126.8572903,2019-05-23
